"","name","salary","team","height(ft)","weight(lb)","school","country","draft_year","draft_round","draft_number","+/-","player_year","position","age","games","started","mins/game","field_goal","field_goal_attempt","3_game","3_att","2_game","2_att","freethrows","free_throw_attempt","o_rebound","d_rebound","t_rebound","assist","steal","block","turnover","fouls","ppg","infl","mvp","mip","6_man","dpoy","roy","nba1","nba2","nba3","rook1","rook2","def1","def2","fg_per","two_per","efg","three_per","free_per"
"3223","Kurt Thomas"," 1352181","NYK","6'9""","240","Texas Christian","USA","1995","1","10","  -3.7","2013","PF","40","39","17","  10.1","  1.2","  2.1","  0.0","  0.0","  1.1","  2.1","  0.2","  0.3"," 0.6","  1.7","  2.3","  0.5"," 0.3"," 0.4","  0.2","  1.3","  2.5"," 2.1","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.571428571429","0.523809523810","0.571428571429","           NaN","0.66666666667"
"3224","Jermaine O'Neal"," 1352181","PHX","6'11""","255","None","USA","1996","1","17","  -6.5","2013","C","34","55"," 4","  18.7","  3.3","  6.7","  0.0","  0.0","  3.3","  6.7","  1.7","  2.1"," 1.5","  3.8","  5.3","  0.8"," 0.3"," 1.4","  1.3","  2.3","  8.3"," 2.1","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.492537313433","0.492537313433","0.492537313433","           NaN","0.80952380952"
"3225","Jamaal Tinsley"," 1352181","UTA","6'3""","197","Iowa State","USA","2001","1","27","   0.4","2013","PG","34","66","32","  18.5","  1.3","  3.5","  0.6","  1.9","  0.7","  1.6","  0.3","  0.4"," 0.3","  1.5","  1.7","  4.4"," 1.0"," 0.2","  1.6","  1.6","  3.5"," 2.1","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.371428571429","0.437500000000","0.457142857143","0.315789473684","0.75000000000"
"3226","Jason Collins"," 1352181","WAS","7'0""","255","Stanford","USA","2001","1","18","   2.5","2013","C","34","38"," 9","  10.1","  0.2","  0.8","  0.0","  0.0","  0.2","  0.8","  0.6","  0.8"," 0.6","  1.0","  1.6","  0.2"," 0.3"," 0.3","  0.5","  2.2","  1.1"," 2.1","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.250000000000","0.250000000000","0.250000000000","           NaN","0.75000000000"
"3227","Kenneth Faried"," 1348800","DEN","6'8""","228","Morehead State","USA","2011","1","22","   5.5","2013","PF","23","80","80","  28.1","  4.8","  8.6","  0.0","  0.0","  4.8","  8.6","  2.0","  3.3"," 3.3","  5.9","  9.2","  1.0"," 1.0"," 1.0","  1.4","  2.9"," 11.5"," 2.1","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","0.558139534884","0.558139534884","0.558139534884","           NaN","0.60606060606"
"3228","Jeremy Pargo"," 1313845","PHI","6'2""","219","Gonzaga","USA","Undrafted","Undrafted","Undrafted","  -7.2","2013","PG-SG","26","39","11","  16.8","  2.5","  6.4","  0.6","  1.9","  1.9","  4.5","  1.1","  1.6"," 0.2","  1.1","  1.3","  2.4"," 0.3"," 0.1","  1.3","  1.2","  6.8"," 2.1","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.390625000000","0.422222222222","0.437500000000","0.315789473684","0.68750000000"
"3229","Jared Sullinger"," 1306920","BOS","6'9""","260","Ohio State","USA","2012","1","21","   3.1","2013","PF","20","45"," 5","  19.8","  2.5","  5.0","  0.0","  0.1","  2.4","  4.9","  1.0","  1.4"," 2.0","  3.8","  5.9","  0.8"," 0.5"," 0.5","  0.6","  3.4","  6.0"," 2.1","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.500000000000","0.489795918367","0.500000000000","0.000000000000","0.71428571429"
"3230","Hamed Haddadi"," 1300000","PHX","7'2""","265","None","Iran","Undrafted","Undrafted","Undrafted","   0.1","2013","C","27","30"," 0","  10.7","  1.2","  2.7","  0.0","  0.0","  1.2","  2.7","  0.5","  0.9"," 1.4","  2.3","  3.7","  0.4"," 0.2"," 0.9","  1.0","  2.0","  2.8"," 2.1","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.444444444444","0.444444444444","0.444444444444","           NaN","0.55555555556"
"3231","Dominique Jones"," 1276560","DAL","6'5""","215","South Florida","USA","2010","1","25","  -2.5","2013","PG","24","29"," 3","  11.7","  1.4","  3.8","  0.0","  0.3","  1.3","  3.4","  1.2","  1.8"," 0.6","  0.9","  1.6","  2.9"," 0.5"," 0.1","  1.3","  1.0","  4.0"," 2.1","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.368421052632","0.382352941176","0.368421052632","0.000000000000","0.66666666667"
"3232","Fab Melo"," 1254720","BOS","7'0""","255","Syracuse","Brazil","2012","1","22"," -12.8","2013","C","22"," 6"," 0","   6.0","  0.5","  1.0","  0.0","  0.0","  0.5","  1.0","  0.2","  0.7"," 0.0","  0.5","  0.5","  0.0"," 0.3"," 0.3","  0.2","  1.2","  1.2"," 2.1","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.500000000000","0.500000000000","0.500000000000","           NaN","0.28571428571"
"3233","Victor Claver"," 1254720","POR","6'9""","224","None","Spain","2009","1","22","  -6.5","2013","SF","24","49","16","  16.6","  1.5","  3.9","  0.5","  1.8","  1.0","  2.1","  0.3","  0.6"," 0.6","  1.8","  2.4","  0.9"," 0.5"," 0.2","  0.9","  1.5","  3.8"," 2.1","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.384615384615","0.476190476190","0.448717948718","0.277777777778","0.50000000000"
"3234","Reggie Jackson"," 1243080","OKC","6'3""","208","Boston College","USA","2011","1","24","   6.1","2013","PG","22","70"," 0","  14.2","  2.1","  4.6","  0.3","  1.5","  1.8","  3.2","  0.7","  0.9"," 0.3","  2.1","  2.4","  1.7"," 0.4"," 0.2","  0.8","  1.2","  5.3"," 2.1","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.456521739130","0.562500000000","0.489130434783","0.200000000000","0.77777777778"
"3235","Earl Clark"," 1240000","LAL","6'10""","225","Louisville","USA","2009","1","14","  -3.9","2013","PF","25","59","36","  23.1","  2.9","  6.5","  0.6","  1.8","  2.3","  4.8","  0.9","  1.3"," 1.4","  4.1","  5.5","  1.1"," 0.6"," 0.7","  1.1","  1.7","  7.3"," 2.1","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.446153846154","0.479166666667","0.492307692308","0.333333333333","0.69230769231"
"3236","Quincy Pondexter"," 1234320","MEM","6'6","225","Washington","USA","2010","1","26","   1.9","2013","SF","24","59"," 1","  21.1","  2.2","  5.1","  1.0","  2.6","  1.2","  2.5","  1.0","  1.3"," 0.7","  1.5","  2.2","  1.0"," 0.6"," 0.1","  0.7","  1.6","  6.4"," 2.1","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.431372549020","0.480000000000","0.529411764706","0.384615384615","0.76923076923"
"3237","Marquis Daniels"," 1229255","MIL","6'6","200","Auburn","USA","Undrafted","Undrafted","Undrafted","  -3.9","2013","SF","32","59","33","  18.4","  2.2","  5.9","  0.3","  1.2","  1.9","  4.7","  0.7","  0.9"," 0.8","  1.7","  2.5","  1.1"," 0.9"," 0.2","  0.8","  1.3","  5.5"," 2.1","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.372881355932","0.404255319149","0.398305084746","0.250000000000","0.77777777778"
"3238","Roger Mason Jr"," 1229255","NOH","6'5""","205","Virginia","USA","2002","2","30","  -1.0","2013","SG","32","69","13","  17.7","  1.9","  4.4","  1.0","  2.3","  1.0","  2.1","  0.6","  0.6"," 0.2","  1.8","  1.9","  1.1"," 0.4"," 0.2","  0.7","  1.5","  5.3"," 2.1","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.431818181818","0.476190476190","0.545454545455","0.434782608696","1.00000000000"
"3239","Leandro Barbosa"," 1229255","BOS","6'3""","194","None","Brazil","2003","1","28","  -3.2","2013","PG","30","41"," 2","  12.5","  2.0","  4.7","  0.4","  1.1","  1.6","  3.6","  0.8","  1.0"," 0.2","  0.9","  1.1","  1.4"," 0.4"," 0.1","  0.5","  1.2","  5.2"," 2.1","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.425531914894","0.444444444444","0.468085106383","0.363636363636","0.80000000000"
"3240","Damien Wilkins"," 1223166","PHI","6'6","225","Georgia","USA","Undrafted","Undrafted","Undrafted","  -5.4","2013","SG","33","61","21","  18.0","  2.4","  5.2","  0.3","  0.8","  2.1","  4.3","  1.3","  1.8"," 0.5","  1.2","  1.7","  1.5"," 0.6"," 0.3","  0.8","  1.6","  6.4"," 2.1","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.461538461538","0.488372093023","0.490384615385","0.375000000000","0.72222222222"
"3241","Royal Ivey"," 1223166","PHI","6'4""","200","Texas","USA","2004","2","37","  -5.5","2013","SG","31","53"," 5","  13.2","  1.2","  2.7","  0.7","  1.7","  0.5","  1.1","  0.2","  0.3"," 0.3","  0.8","  1.1","  0.6"," 0.4"," 0.1","  0.4","  1.4","  3.2"," 2.1","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.444444444444","0.454545454545","0.574074074074","0.411764705882","0.66666666667"
"3242","Lazar Hayward"," 1209260","MIN","6'6","225","Marquette","USA","2010","1","30"," -37.7","2013","SF","26"," 4"," 0","   7.8","  0.5","  2.5","  0.0","  1.0","  0.5","  1.5","  1.5","  1.5"," 0.0","  1.0","  1.0","  0.8"," 0.5"," 0.0","  0.0","  0.8","  2.5"," 2.1","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.200000000000","0.333333333333","0.200000000000","0.000000000000","1.00000000000"
"3243","John Jenkins"," 1204560","ATL","6'4""","215","Vanderbilt","USA","2012","1","23","  -7.5","2013","SG","21","61"," 2","  14.8","  2.1","  4.8","  0.9","  2.3","  1.3","  2.6","  1.0","  1.1"," 0.3","  1.3","  1.5","  0.9"," 0.2"," 0.2","  0.7","  0.6","  6.1"," 2.1","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.437500000000","0.500000000000","0.531250000000","0.391304347826","0.90909090909"
"3244","Jordan Crawford"," 1198680","BOS","6'4""","195","Xavier","USA","2010","1","27","  -4.8","2013","SG","24","70","14","  24.4","  4.3"," 10.4","  1.2","  3.5","  3.1","  6.8","  1.8","  2.3"," 0.6","  2.4","  3.0","  3.2"," 0.6"," 0.1","  2.0","  1.5"," 11.6"," 2.1","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.413461538462","0.455882352941","0.471153846154","0.342857142857","0.78260869565"
"3245","Dominic McGuire"," 1195578","IND","6'9""","235","Fresno State","USA","2007","2","47"," -12.6","2013","SF","27","26","10","  14.9","  0.9","  2.2","  0.0","  0.0","  0.9","  2.2","  0.1","  0.4"," 0.7","  2.3","  3.0","  0.8"," 0.5"," 0.4","  0.5","  1.5","  2.0"," 2.1","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.409090909091","0.409090909091","0.409090909091","           NaN","0.25000000000"
"3246","MarShon Brooks"," 1193280","BKN","6'5""","200","Providence","USA","2011","1","25","  -3.3","2013","SG","24","73"," 2","  12.5","  2.1","  4.6","  0.2","  0.8","  1.9","  3.8","  0.9","  1.3"," 0.4","  1.0","  1.4","  1.0"," 0.5"," 0.2","  0.9","  1.3","  5.4"," 2.1","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","0.456521739130","0.500000000000","0.478260869565","0.250000000000","0.69230769231"
"3247","Greivis Vasquez"," 1191240","NOH","6'6","211","Maryland","Venezuela","2010","1","28","  -3.0","2013","PG","26","78","78","  34.4","  5.6"," 13.0","  1.1","  3.1","  4.6","  9.9","  1.6","  2.0"," 0.6","  3.8","  4.3","  9.0"," 0.8"," 0.1","  3.2","  2.4"," 13.9"," 2.1","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.430769230769","0.464646464646","0.473076923077","0.354838709677","0.80000000000"
"3248","Jared Cunningham"," 1156320","DAL","6'4""","195","Oregon State","USA","2012","1","24"," -10.5","2013","SG","21"," 8"," 0","   3.3","  0.8","  1.8","  0.3","  0.4","  0.5","  1.4","  0.3","  0.3"," 0.1","  0.3","  0.4","  0.1"," 0.1"," 0.0","  0.3","  0.4","  2.0"," 2.1","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.444444444444","0.357142857143","0.527777777778","0.750000000000","1.00000000000"
"3249","Jordan Hamilton"," 1153800","DEN","6'7""","220","Texas","USA","2011","1","26","  -2.7","2013","SF","22","40"," 1","   9.9","  2.1","  5.0","  0.7","  1.8","  1.4","  3.2","  0.3","  0.7"," 0.8","  1.6","  2.4","  0.6"," 0.4"," 0.2","  0.5","  0.6","  5.2"," 2.1","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.420000000000","0.437500000000","0.490000000000","0.388888888889","0.42857142857"
"3250","Nate Robinson"," 1146337","CHI","5'9""","180","Washington","USA","2005","1","21","   1.1","2013","PG","28","82","23","  25.4","  4.9"," 11.2","  1.7","  4.2","  3.1","  7.0","  1.6","  2.1"," 0.4","  1.9","  2.2","  4.4"," 1.0"," 0.1","  1.8","  2.5"," 13.1"," 2.1","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.437500000000","0.442857142857","0.513392857143","0.404761904762","0.76190476190"
"3251","Ronny Turiaf"," 1146337","LAC","6'10""","249","Gonzaga","France","2005","2","37","   2.2","2013","C","30","65"," 0","  10.8","  0.8","  1.5","  0.0","  0.0","  0.8","  1.5","  0.4","  1.0"," 0.7","  1.6","  2.3","  0.5"," 0.3"," 0.5","  0.4","  1.2","  1.9"," 2.1","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.533333333333","0.533333333333","0.533333333333","           NaN","0.40000000000"
"3252","Ronnie Price"," 1146337","POR","6'2""","190","Utah Valley","USA","Undrafted","Undrafted","Undrafted","  -5.9","2013","PG","29","39"," 0","  13.1","  1.0","  3.1","  0.3","  1.0","  0.7","  2.1","  0.4","  0.6"," 0.3","  0.8","  1.1","  1.9"," 0.7"," 0.1","  0.9","  1.6","  2.7"," 2.1","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.322580645161","0.333333333333","0.370967741935","0.300000000000","0.66666666667"
"3253","Norris Cole"," 1113600","MIA","6'2""","175","Cleveland State","USA","2011","1","28","  -0.2","2013","PG","24","80"," 4","  19.9","  2.2","  5.3","  0.4","  1.2","  1.8","  4.1","  0.7","  1.0"," 0.2","  1.4","  1.6","  2.1"," 0.7"," 0.1","  1.3","  1.9","  5.6"," 2.1","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.415094339623","0.439024390244","0.452830188679","0.333333333333","0.70000000000"
"3254","Josh Howard"," 1113560","MIN","6'7""","210","Wake Forest","USA","2003","1","29","  -4.1","2013","SF","32","11"," 4","  18.8","  2.8","  7.0","  0.5","  1.5","  2.4","  5.5","  0.6","  1.1"," 0.8","  2.5","  3.3","  0.4"," 0.9"," 0.3","  0.9","  1.6","  6.7"," 2.1","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.400000000000","0.436363636364","0.435714285714","0.333333333333","0.54545454545"
"3255","Tony Wroten"," 1110120","MEM","6'6","208","Washington","USA","2012","1","25","  -8.6","2013","SG","19","35"," 0","   7.8","  0.9","  2.5","  0.1","  0.5","  0.8","  2.0","  0.6","  0.8"," 0.4","  0.4","  0.8","  1.2"," 0.2"," 0.1","  0.8","  1.0","  2.6"," 2.1","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.360000000000","0.400000000000","0.380000000000","0.200000000000","0.75000000000"
"3256","Cory Joseph"," 1105560","SAS","6'3""","185","Texas","Canada","2011","1","29","  -0.4","2013","PG","21","28"," 9","  13.9","  1.8","  3.9","  0.2","  0.8","  1.6","  3.2","  0.6","  0.8"," 0.4","  1.4","  1.9","  1.9"," 0.5"," 0.1","  0.8","  0.9","  4.5"," 2.1","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.461538461538","0.500000000000","0.487179487179","0.250000000000","0.75000000000"
"3257","Jimmy Butler"," 1097520","CHI","6'7""","220","Marquette","USA","2011","1","30","   1.9","2013","SF","23","82","20","  26.0","  2.9","  6.2","  0.5","  1.3","  2.4","  5.0","  2.3","  2.8"," 1.7","  2.3","  4.0","  1.4"," 1.0"," 0.4","  0.8","  1.2","  8.6"," 2.1","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.467741935484","0.480000000000","0.508064516129","0.384615384615","0.82142857143"
"3258","Miles Plumlee"," 1073280","IND","6'11""","255","Duke","USA","2012","1","26"," -11.4","2013","C","24","14"," 0","   3.9","  0.4","  1.5","  0.0","  0.0","  0.4","  1.5","  0.2","  0.3"," 0.9","  0.7","  1.6","  0.1"," 0.0"," 0.2","  0.2","  0.4","  0.9"," 2.1","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.266666666667","0.266666666667","0.266666666667","           NaN","0.66666666667"
"3259","Ryan Hollins"," 1069509","LAC","7'0""","240","UCLA","USA","2006","2","50","   4.9","2013","C","28","60"," 0","  11.1","  1.2","  1.9","  0.0","  0.0","  1.2","  1.9","  1.1","  1.5"," 0.8","  1.5","  2.3","  0.2"," 0.1"," 0.6","  0.7","  2.2","  3.4"," 2.1","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.631578947368","0.631578947368","0.631578947368","           NaN","0.73333333333"
"3260","Ronnie Brewer"," 1069509","OKC","6'7""","225","Arkansas","USA","2006","1","14","  -0.4","2013","SF","27","60","34","  14.2","  1.2","  3.3","  0.4","  1.3","  0.8","  2.0","  0.3","  0.7"," 0.7","  1.6","  2.3","  0.8"," 0.7"," 0.1","  0.3","  0.6","  3.0"," 2.1","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.363636363636","0.400000000000","0.424242424242","0.307692307692","0.42857142857"
"3261","DeJuan Blair"," 1054000","SAS","6'7""","270","Pittsburgh","USA","2009","2","37","  -1.4","2013","PF","23","61","16","  14.0","  2.3","  4.4","  0.0","  0.0","  2.3","  4.4","  0.7","  1.1"," 1.1","  2.7","  3.8","  0.7"," 0.6"," 0.2","  0.8","  1.8","  5.4"," 2.1","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.522727272727","0.522727272727","0.522727272727","           NaN","0.63636363636"
"3262","Arnett Moultrie"," 1042320","PHI","6'10""","245","Mississippi State","USA","2012","1","27","  -6.9","2013","PF","22","47"," 0","  11.5","  1.7","  2.9","  0.0","  0.0","  1.7","  2.9","  0.4","  0.6"," 1.6","  1.5","  3.1","  0.2"," 0.4"," 0.2","  0.4","  0.9","  3.7"," 2.1","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.586206896552","0.586206896552","0.586206896552","           NaN","0.66666666667"
"3263","Devin Ebanks"," 1040000","LAL","6'9""","215","West Virginia","USA","2010","2","43","  -6.0","2013","SF","23","19"," 3","  10.4","  1.3","  3.8","  0.3","  1.2","  0.9","  2.7","  0.6","  0.7"," 0.5","  1.6","  2.2","  0.5"," 0.2"," 0.1","  0.6","  1.2","  3.4"," 2.1","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.342105263158","0.333333333333","0.381578947368","0.250000000000","0.85714285714"
"3264","Festus Ezeli"," 1020960","GSW","6'11""","255","Vanderbilt","Nigeria","2012","1","30","  -1.1","2013","C","23","78","41","  14.4","  0.9","  2.2","  0.0","  0.0","  0.9","  2.2","  0.6","  1.0"," 1.8","  2.2","  4.0","  0.3"," 0.3"," 0.9","  0.8","  2.0","  2.4"," 2.1","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.409090909091","0.409090909091","0.409090909091","           NaN","0.60000000000"
"3265","Mickael Pietrus"," 1005096","TOR","6'6","215","None","France","2003","1","11","  -4.2","2013","SF","30","19","16","  20.3","  1.8","  5.2","  1.1","  3.4","  0.7","  1.8","  0.6","  0.9"," 0.3","  1.6","  1.9","  0.5"," 0.6"," 0.3","  0.8","  1.7","  5.3"," 2.1","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.346153846154","0.388888888889","0.451923076923","0.323529411765","0.66666666667"
"3266","Kyle Singler"," 1000000","DET","6'8""","230","Duke","USA","2011","2","33","  -3.7","2013","SF","24","82","74","  28.0","  3.4","  7.8","  0.9","  2.4","  2.5","  5.4","  1.2","  1.5"," 1.3","  2.7","  4.0","  0.9"," 0.7"," 0.5","  1.2","  2.6","  8.8"," 2.1","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.435897435897","0.462962962963","0.493589743590","0.375000000000","0.80000000000"
"3267","CJ Watson","  992680","BKN","6'2""","175","Tennessee","USA","Undrafted","Undrafted","Undrafted","   0.8","2013","PG","28","80"," 8","  19.0","  2.4","  5.7","  1.1","  2.7","  1.3","  3.1","  0.9","  1.1"," 0.5","  1.3","  1.8","  2.0"," 0.8"," 0.2","  0.9","  1.5","  6.8"," 2.1","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.421052631579","0.419354838710","0.517543859649","0.407407407407","0.81818181818"
"3268","Brandan Wright","  992680","DAL","6'10""","210","North Carolina","USA","2007","1","8","   4.6","2013","C","25","64","16","  18.0","  3.8","  6.3","  0.0","  0.0","  3.8","  6.3","  0.9","  1.5"," 1.3","  2.7","  4.1","  0.6"," 0.4"," 1.2","  0.5","  1.2","  8.5"," 2.1","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.603174603175","0.603174603175","0.603174603175","           NaN","0.60000000000"
"3269","Gary Neal","  972000","SAS","6'4""","210","Towson","USA","Undrafted","Undrafted","Undrafted","   3.5","2013","SG","28","68","17","  21.8","  3.6","  8.8","  1.3","  3.7","  2.3","  5.1","  0.9","  1.1"," 0.2","  1.9","  2.1","  1.9"," 0.4"," 0.0","  1.0","  1.4","  9.5"," 2.1","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.409090909091","0.450980392157","0.482954545455","0.351351351351","0.81818181818"
"3270","Ivan Johnson","  962195","ATL","6'8""","255","Cal State-San Bernardino","USA","Undrafted","Undrafted","Undrafted","  -1.0","2013","PF","28","69"," 5","  15.0","  2.7","  5.2","  0.0","  0.2","  2.7","  5.0","  1.2","  1.9"," 1.1","  2.8","  3.9","  0.7"," 0.8"," 0.2","  1.0","  1.9","  6.6"," 2.1","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.519230769231","0.540000000000","0.519230769231","0.000000000000","0.63157894737"
"3271","Chase Budinger","  942293","MIN","6'7""","218","Arizona","USA","2009","2","44","   3.4","2013","SF","24","23"," 1","  22.1","  3.4","  8.3","  1.1","  3.5","  2.3","  4.8","  1.4","  1.8"," 0.7","  2.4","  3.1","  1.1"," 0.6"," 0.3","  1.0","  1.3","  9.4"," 2.1","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.409638554217","0.479166666667","0.475903614458","0.314285714286","0.77777777778"
"3272","Darius Morris","  937195","LAL","6'4""","190","Michigan","USA","2011","2","41","  -0.4","2013","PG","22","48","17","  14.2","  1.5","  3.9","  0.5","  1.4","  1.0","  2.5","  0.5","  0.8"," 0.5","  0.7","  1.2","  1.6"," 0.4"," 0.0","  0.9","  1.2","  4.0"," 2.1","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.384615384615","0.400000000000","0.448717948718","0.357142857143","0.62500000000"
