"","name","salary","team","height_ft","weight_lb","school","country","DraftYear","DraftRound","DraftNum","PlusMinus","PlayerYear","Pos","Age","Games","started","MinGames","FG","FG_att","three","three_att","two","two_att","FT","FT_att","o_reb","d_reb","t_reb","assist","steal","block","TO","fouls","ppg","infl","mvp","mip","SixthMan","dpoy","roy","nba1","nba2","nba3","rook1","rook2","def1","def2","FG_per","two_per","EFG","three_per","FT_per","TeamWins","NumYears"
"1840","Danny Granger",14379240,"LAC","6'9""",228,"New Mexico","USA","2005","1","17",6.2,2014,"SF",30,41,2,20.7,2.8,7.5,1,3.1,1.8,4.4,1.5,1.6,0.8,2.5,3.2,1,0.3,0.4,1.1,1.5,8.2,1.5,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.3733333,0.4090909,0.44,0.3225806,0.9375,57,10
"1841","Luol Deng",14312125,"CLE","6'9""",220,"Duke","United Kingdo...","2004","1","7",0.1,2014,"SF",28,63,63,35.1,5.9,13.7,0.9,3,5,10.7,3.4,4.3,1.6,4.2,5.7,2.9,1,0.1,1.8,1.8,16,1.5,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.4306569,0.4672897,0.4635036,0.3,0.7906977,33,13
"1842","Roy Hibbert",14283844,"IND","7'2""",290,"Georgetown","USA","2008","1","17",8.1,2014,"C",27,81,81,29.7,4.1,9.3,0,0.1,4.1,9.2,2.6,3.3,2.5,4.1,6.6,1.1,0.4,2.2,1.8,3.3,10.8,1.5,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.4408602,0.4456522,0.4408602,0,0.7878788,56,8
"1843","Eric Gordon",14283844,"NOP","6'4""",215,"Indiana","USA","2008","1","7",-6.4,2014,"SG",25,64,64,32.1,5.6,12.8,1.6,4,4,8.7,2.7,3.5,0.5,2.1,2.6,3.3,1.2,0.2,2.1,1.8,15.4,1.5,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.4375,0.4597701,0.5,0.4,0.7714286,34,10
"1844","Andrew Bogut",14200000,"GSW","7'0""",260,"Utah","Australia","2005","1","1",8.7,2014,"C",29,67,67,26.4,3.5,5.6,0,0,3.5,5.6,0.3,1,2.7,7.3,10,1.7,0.7,1.8,1.4,3.1,7.3,1.5,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.625,0.625,0.625,NA,0.3,51,13
"1845","Tyson Chandler",14100538,"NYK","7'1""",240,"None","USA","2001","1","2",1.1,2014,"C",31,55,55,30.2,3.5,5.9,0,0,3.5,5.8,1.8,2.8,2.9,6.7,9.6,1.1,0.7,1.1,1.3,2.6,8.7,1.5,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.5932203,0.6034483,0.5932203,NA,0.6428571,37,17
"1846","LaMarcus Aldridge",14100000,"POR","6'11""",240,"Texas","USA","2006","1","2",7.4,2014,"PF",28,69,69,36.2,9.4,20.6,0,0.2,9.4,20.4,4.3,5.2,2.4,8.7,11.1,2.6,0.9,1,1.8,2.1,23.2,1.5,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.4563107,0.4607843,0.4563107,0,0.8269231,54,12
"1847","Josh Smith",14000000,"DET","6'9""",225,"None","USA","2004","1","17",-3.5,2014,"SF",28,77,76,35.5,6.7,16,0.9,3.4,5.8,12.6,2.1,3.9,1.3,5.4,6.8,3.3,1.4,1.4,2.6,2.6,16.4,1.5,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.41875,0.4603175,0.446875,0.2647059,0.5384615,29,12
"1848","David Lee",13878000,"GSW","6'9""",240,"Florida","USA","2005","1","30",10.2,2014,"PF",30,69,67,33.2,7.4,14.2,0,0,7.4,14.2,3.3,4.3,2.6,6.7,9.3,2.1,0.7,0.4,2.2,3,18.2,1.5,"NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO",0.5211268,0.5211268,0.5211268,NA,0.7674419,51,12
"1849","James Harden",13668750,"HOU","6'5""",220,"Arizona State","USA","2009","1","3",7.4,2014,"SG",24,73,73,38,7.5,16.5,2.4,6.6,5.1,9.9,7.9,9.1,0.8,3.9,4.7,6.1,1.6,0.4,3.6,2.4,25.4,1.5,"NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO",0.4545455,0.5151515,0.5272727,0.3636364,0.8681319,54,9
"1850","Al Jefferson",13500000,"CHO","6'10""",289,"None","USA","2004","1","15",0.5,2014,"C",29,73,73,35,9.6,18.8,0,0.2,9.5,18.6,2.6,3.8,2.1,8.7,10.8,2.1,0.9,1.1,1.7,2.4,21.8,1.5,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.5106383,0.5107527,0.5106383,0,0.6842105,NA,14
"1851","Ben Gordon",13200000,"CHO","6'3""",200,"Connecticut","USA","2004","1","3",4.1,2014,"SG",30,19,0,14.7,1.9,5.7,0.4,1.5,1.5,4.2,0.9,1.1,0.2,1.3,1.4,1.1,0.5,0.1,1.1,0.9,5.2,1.5,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.3333333,0.3571429,0.3684211,0.2666667,0.8181818,NA,11
"1852","Nene Hilario",13000000,"WAS","6'11""",250,"None","Brazil","2002","1","7",3.6,2014,"PF",31,53,37,29.4,5.6,11.2,0,0.1,5.6,11.1,2.9,5,1.2,4.3,5.5,2.9,1.2,0.9,2.2,3.1,14.2,1.5,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.5,0.5045045,0.5,0,0.58,44,15
"1853","Andre Iguodala",12868632,"GSW","6'6",207,"Arizona","USA","2004","1","9",13.6,2014,"SF",30,63,63,32.4,3.5,7.3,1,2.8,2.5,4.5,1.4,2.1,0.8,3.8,4.7,4.2,1.5,0.3,1.6,1.6,9.3,1.5,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.4794521,0.5555556,0.5479452,0.3571429,0.6666667,51,14
"1854","Tony Parker",12500000,"SAS","6'2""",185,"None","France","2001","1","28",7.1,2014,"PG",31,68,68,29.4,6.7,13.4,0.4,1,6.3,12.5,2.9,3.6,0.3,2,2.3,5.7,0.5,0.1,2.2,1.3,16.7,1.5,"NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO",0.5,0.504,0.5149254,0.4,0.8055556,62,17
"1855","Serge Ibaka",12250000,"OKC","6'10""",245,"None","Democratic Re...","2008","1","24",7.5,2014,"PF",24,81,81,32.9,6.5,12.1,0.3,0.7,6.2,11.3,1.9,2.5,2.8,6,8.8,1,0.5,2.7,1.5,2.9,15.1,1.5,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO",0.5371901,0.5486726,0.5495868,0.4285714,0.76,59,9
"1856","Nikola Pekovic",12100000,"MIN","6'11""",285,"None","Montenegro","2008","2","31",8.1,2014,"C",28,54,54,30.8,7,13,0,0,7,13,3.4,4.6,3.8,4.9,8.7,0.9,0.6,0.4,1.6,2.4,17.5,1.5,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.5384615,0.5384615,0.5384615,NA,0.7391304,40,6
"1857","Al Horford",12000000,"ATL","6'10""",250,"Florida","Dominican Rep...","2007","1","3",3,2014,"C",27,29,29,33,8.2,14.5,0.1,0.4,8.1,14.1,2,2.9,2.3,6.1,8.4,2.6,0.9,1.5,2.2,1.9,18.6,1.5,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.5655172,0.5744681,0.5689655,0.25,0.6896552,38,11
"1858","Rajon Rondo",12000000,"BOS","6'1""",186,"Kentucky","USA","2006","1","21",-9.2,2014,"PG",27,30,30,33.3,4.7,11.7,0.9,3,3.8,8.7,1.4,2.2,0.7,4.7,5.5,9.8,1.3,0.1,3.3,2.2,11.7,1.5,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.4017094,0.4367816,0.4401709,0.3,0.6363636,25,12
"1859","Kris Humphries",12000000,"BOS","6'9""",235,"Minnesota","USA","2004","1","14",-5.8,2014,"PF",28,69,30,19.9,3.3,6.7,0,0,3.3,6.7,1.7,2.1,1.8,4.1,5.9,1,0.4,0.9,0.9,2,8.4,1.5,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.4925373,0.4925373,0.4925373,NA,0.8095238,25,13
"1860","David West",12000000,"IND","6'9""",250,"Xavier","USA","2003","1","18",8.2,2014,"PF",33,80,80,30.9,5.7,11.7,0.1,0.2,5.7,11.6,2.5,3.1,1.5,5.3,6.8,2.8,0.8,0.9,1.7,2.3,14,1.5,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.4871795,0.4913793,0.491453,0.5,0.8064516,56,15
"1861","Tyreke Evans",11796247,"NOP","6'6",220,"Memphis","USA","2009","1","4",-5.3,2014,"SF",24,72,22,28.2,5.4,12.5,0.3,1.3,5.1,11.1,3.3,4.3,1.1,3.7,4.7,5,1.2,0.3,2.4,2.2,14.5,1.5,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.432,0.4594595,0.444,0.2307692,0.7674419,34,9
"1862","Joakim Noah",11600000,"CHI","6'11""",232,"Florida","USA","2007","1","9",4.7,2014,"C",28,80,80,35.3,4.8,10,0,0,4.8,10,3.1,4.2,3.5,7.7,11.3,5.4,1.2,1.5,2.4,3.1,12.6,1.5,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO",0.48,0.48,0.48,NA,0.7380952,48,11
"1863","Kevin Garnett",11532468,"BRK","6'11""",253,"None","USA","1995","1","5",-0.9,2014,"C",37,54,54,20.5,2.9,6.6,0,0.1,2.9,6.5,0.7,0.9,1.1,5.5,6.6,1.5,0.8,0.7,1.3,2.3,6.5,1.5,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.4393939,0.4461538,0.4393939,0,0.7777778,44,17
"1864","Richard Jefferson",11046000,"UTA","6'7""",234,"Arizona","USA","2001","1","13",-9.7,2014,"SF",33,82,78,27,3.6,8,1.5,3.7,2.1,4.3,1.5,2,0.2,2.5,2.7,1.6,0.7,0.2,1.1,2,10.1,1.5,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.45,0.4883721,0.54375,0.4054054,0.75,25,17
"1865","Jrue Holiday",11000000,"NOP","6'4""",205,"UCLA","USA","2009","1","17",1.7,2014,"PG",23,34,34,33.6,6,13.4,0.9,2.3,5.1,11.1,1.5,1.9,0.8,3.4,4.2,7.9,1.6,0.4,3.1,2.7,14.3,1.5,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.4477612,0.4594595,0.4813433,0.3913043,0.7894737,34,9
"1866","Andrea Bargnani",11000000,"NYK","7'0""",250,"None","Italy","2006","1","1",-5.4,2014,"C",28,42,39,29.9,5.3,12,0.7,2.6,4.6,9.4,2,2.4,1.6,3.6,5.3,1.1,0.3,1.2,1.4,2.4,13.3,1.5,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.4416667,0.4893617,0.4708333,0.2692308,0.8333333,37,10
"1867","DeAndre Jordan",10986550,"LAC","6'11""",265,"Texas A&M","USA","2008","2","35",8.5,2014,"C",25,82,82,35,4.2,6.3,0,0,4.2,6.3,2,4.6,4,9.5,13.6,0.9,1,2.5,1.5,3.2,10.4,1.5,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.6666667,0.6666667,0.6666667,NA,0.4347826,57,10
"1868","Nicolas Batum",10920250,"POR","6'8""",200,"None","France","2008","1","25",5.4,2014,"SF",25,82,82,36,4.6,10,1.8,4.9,2.9,5.1,2,2.5,1.4,6,7.5,5.1,0.9,0.7,2.5,1.9,13,1.5,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.46,0.5686275,0.55,0.3673469,0.8,54,10
"1869","Ty Lawson",10786517,"DEN","5'11""",195,"North Carolina","USA","2009","1","18",-0.9,2014,"PG",26,62,61,35.8,5.6,13,1.2,3.3,4.4,9.7,5.2,6.5,0.6,2.8,3.5,8.8,1.6,0.2,3.2,1.8,17.6,1.5,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.4307692,0.4536082,0.4769231,0.3636364,0.8,36,8
"1870","JaVale McGee",10750000,"DEN","7'0""",270,"Nevada","USA","2008","1","18",0.2,2014,"C",26,5,5,15.8,3.4,7.6,0,0,3.4,7.6,0.2,0.2,2,1.4,3.4,0.4,0.2,1.4,1.6,3.2,7,1.5,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.4473684,0.4473684,0.4473684,NA,1,36,10
"1871","Tim Duncan",10361446,"SAS","6'11""",250,"Wake Forest","US Virgin Isl...","1997","1","1",7,2014,"C",37,74,74,29.2,6,12.2,0,0.1,6,12.2,3.1,4.3,2.1,7.6,9.7,3,0.6,1.9,2.1,1.8,15.1,1.5,"NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","YES",0.4918033,0.4918033,0.4918033,0,0.7209302,62,17
"1872","Gerald Wallace",10105855,"BOS","6'7""",220,"Alabama","USA","2001","1","25",-5.9,2014,"SF",31,58,16,24.4,2,4,0.3,1.1,1.7,2.9,0.8,1.7,0.6,3,3.7,2.5,1.3,0.2,1.7,1.4,5.1,1.5,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.5,0.5862069,0.5375,0.2727273,0.4705882,25,14
"1873","Tiago Splitter",10000000,"SAS","6'11""",245,"None","Brazil","2007","1","28",10.1,2014,"C",29,59,50,21.5,3.1,5.9,0,0.1,3.1,5.8,2.1,2.9,2.1,4.1,6.2,1.5,0.5,0.5,1.3,2,8.2,1.5,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.5254237,0.5344828,0.5254237,0,0.7241379,62,7
"1874","Stephen Curry",9887642,"GSW","6'3""",185,"Davidson","USA","2009","1","7",9.9,2014,"PG",25,78,78,36.5,8.4,17.7,3.3,7.9,5,9.8,3.9,4.5,0.6,3.7,4.3,8.5,1.6,0.2,3.8,2.5,24,1.5,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.4745763,0.5102041,0.5677966,0.4177215,0.8666667,51,9
"1875","Paul Millsap",9500000,"ATL","6'8""",253,"Louisiana Tech","USA","2006","2","47",2.2,2014,"PF",28,74,73,33.5,6.5,14.1,1,2.9,5.5,11.3,3.9,5.3,2.1,6.4,8.5,3.1,1.7,1.1,2.5,2.8,17.9,1.5,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.4609929,0.4867257,0.4964539,0.3448276,0.7358491,38,12
"1876","DeMar DeRozan",9500000,"TOR","6'7""",216,"Southern California","USA","2009","1","9",3.1,2014,"SG",24,79,79,38.2,7.6,17.8,0.8,2.7,6.8,15.2,6.6,8,0.6,3.7,4.3,4,1.1,0.4,2.2,2.5,22.7,1.5,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.4269663,0.4473684,0.4494382,0.2962963,0.825,48,9
"1877","Metta World Peace",9317280,"NYK","6'7""",260,"St. John's (NY)","USA","1999","1","16",0,2014,"SF",34,29,1,13.4,1.9,4.9,0.6,1.9,1.3,3,0.3,0.6,0.6,1.4,2,0.6,0.8,0.3,0.7,1.5,4.8,1.5,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.3877551,0.4333333,0.4489796,0.3157895,0.5,37,17
"1878","Shawn Marion",9316796,"DAL","6'7""",228,"Nevada-Las Vegas","USA","1999","1","9",-2.9,2014,"SF",35,76,76,31.7,4.5,9.3,0.8,2.1,3.7,7.2,0.7,0.9,1.7,4.8,6.5,1.6,1.2,0.5,1.3,1.6,10.4,1.5,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.483871,0.5138889,0.5268817,0.3809524,0.7777778,49,16
"1879","Andray Blatche",9170525,"BRK","6'11""",260,"None","USA","2005","2","49",0.7,2014,"PF",27,73,7,22.2,4.4,9.2,0.2,0.7,4.2,8.5,2.2,3,1.6,3.7,5.3,1.5,1,0.5,1.5,2.3,11.2,1.5,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.4782609,0.4941176,0.4891304,0.2857143,0.7333333,44,9
"1880","Anderson Varejao",9100000,"CLE","6'11""",267,"None","Brazil","2004","2","30",1.8,2014,"C",31,65,29,27.7,3.5,7.1,0,0.1,3.5,7,1.4,2.1,2.9,6.8,9.7,2.2,1.1,0.6,1.1,2.5,8.4,1.5,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.4929577,0.5,0.4929577,0,0.6666667,33,13
"1881","Jeff Green",8700000,"BOS","6'9""",235,"Georgetown","USA","2007","1","5",-5.7,2014,"SF",27,82,82,34.2,5.9,14.3,1.6,4.8,4.2,9.5,3.5,4.3,0.7,4,4.6,1.7,0.7,0.6,2,2.2,16.9,1.5,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.4125874,0.4421053,0.4685315,0.3333333,0.8139535,25,10
"1882","Jameer Nelson",8600000,"ORL","6'0""",190,"Saint Joseph's","USA","2004","1","20",-6.6,2014,"PG",31,68,68,32,4.3,11,2,5.8,2.3,5.2,1.4,1.6,0.4,3,3.4,7,0.8,0.1,2.4,2.1,12.1,1.5,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.3909091,0.4423077,0.4818182,0.3448276,0.875,23,14
"1883","Thaddeus Young",8600000,"PHI","6'8""",230,"Georgia Tech","USA","2007","1","12",-10.7,2014,"PF",25,79,78,34.4,7.4,16.2,1.1,3.7,6.2,12.5,2.1,2.9,2.1,3.9,6,2.3,2.1,0.5,2.1,2.7,17.9,1.5,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.4567901,0.496,0.4907407,0.2972973,0.7241379,19,11
"1884","Charlie Villanueva",8580000,"DET","6'11""",232,"Connecticut","USA","2005","1","7",-21.8,2014,"PF",29,20,0,9,1.8,4.6,0.7,2.8,1.1,1.8,0.4,0.7,0.3,1.4,1.7,0.3,0.2,0.3,0.4,0.8,4.6,1.5,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.3913043,0.6111111,0.4673913,0.25,0.5714286,29,11
"1885","Al Harrington",8548107,"WAS","6'9""",245,"None","USA","1998","1","25",5.5,2014,"PF",33,34,0,15,2.4,6.1,1,2.9,1.4,3.1,0.8,1,0.4,1.9,2.4,0.8,0.4,0,1,2.1,6.6,1.5,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.3934426,0.4516129,0.4754098,0.3448276,0.8,44,15
"1886","Rodney Stuckey",8500000,"DET","6'5""",205,"Eastern Washington","USA","2007","1","15",-4.5,2014,"SG",27,73,5,26.7,5.1,11.7,0.3,1.2,4.8,10.5,3.3,4,0.5,1.8,2.3,2.1,0.7,0.1,1.7,1.8,13.9,1.5,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.4358974,0.4571429,0.4487179,0.25,0.825,29,10
"1887","Kendrick Perkins",8477437,"OKC","6'10""",270,"None","USA","2003","1","27",1.9,2014,"C",29,62,62,19.5,1.4,3.1,0,0,1.4,3.1,0.6,1.1,1.3,3.6,4.9,1.1,0.4,0.5,1.5,2.9,3.4,1.5,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.4516129,0.4516129,0.4516129,NA,0.5454545,59,12
"1888","Caron Butler",8386992,"OKC","6'7""",228,"Connecticut","USA","2002","1","10",-5.2,2014,"SF",33,56,13,25.3,3.8,9.6,1.8,4.4,2.1,5.2,1.1,1.3,0.4,3.7,4.1,1.5,0.8,0.3,1.1,2.1,10.5,1.5,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.3958333,0.4038462,0.4895833,0.4090909,0.8461538,59,14
"1889","Monta Ellis",8360000,"DAL","6'3""",185,"None","USA","2005","2","40",0.6,2014,"SG",28,82,82,36.9,7,15.6,0.8,2.5,6.2,13,4.1,5.2,0.5,3.1,3.6,5.7,1.7,0.3,3.2,2.4,19,1.5,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.4487179,0.4769231,0.474359,0.32,0.7884615,49,12
"1890","Ryan Anderson",8308500,"NOP","6'10""",240,"California","USA","2008","1","21",2.4,2014,"PF",25,22,14,36.1,7,16.1,3,7.5,4,8.6,2.7,2.8,3,3.5,6.5,0.8,0.5,0.3,0.9,2.1,19.8,1.5,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.4347826,0.4651163,0.5279503,0.4,0.9642857,34,10
"1891","Marcus Thornton",8165000,"BRK","6'4""",205,"Louisiana State","USA","2009","2","43",-0.5,2014,"SG",26,72,27,24.2,3.5,8.9,1.5,4.4,2,4.5,1.3,1.6,0.8,2,2.8,1.1,0.8,0.2,0.9,1.5,9.8,1.5,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.3932584,0.4444444,0.4775281,0.3409091,0.8125,44,8
"1892","Jeff Teague",8000000,"ATL","6'2""",181,"Wake Forest","USA","2009","1","19",1.6,2014,"PG",25,79,79,32.2,5.8,13.2,0.9,2.8,4.8,10.3,4,4.8,0.4,2.2,2.6,6.7,1.1,0.2,2.9,2,16.5,1.5,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.4393939,0.4660194,0.4734848,0.3214286,0.8333333,38,9
"1893","George Hill",8000000,"IND","6'3""",188,"Indiana Purdue-Indianapolis","USA","2008","1","26",6.6,2014,"PG",27,76,76,32,3.6,8.1,1.3,3.4,2.3,4.7,1.9,2.3,0.7,3,3.7,3.5,1,0.3,1.2,2.1,10.3,1.5,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.4444444,0.4893617,0.5246914,0.3823529,0.826087,56,10
"1894","OJ Mayo",8000000,"MIL","6'4""",210,"Southern California","USA","2008","1","3",-12.8,2014,"SG",26,52,23,25.9,4.3,10.6,1.6,4.4,2.7,6.2,1.5,1.7,0.5,1.9,2.4,2.2,0.5,0.3,1.8,2.1,11.7,1.5,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.4056604,0.4354839,0.4811321,0.3636364,0.8823529,15,8
"1895","Mike Conley",7900000,"MEM","6'1""",185,"Ohio State","USA","2007","1","4",3.2,2014,"PG",26,73,73,33.5,6.3,14.1,1.4,4,4.9,10.1,3.1,3.8,0.6,2.4,2.9,6,1.5,0.2,2.1,1.9,17.2,1.5,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES",0.4468085,0.4851485,0.4964539,0.35,0.8157895,50,11
"1896","Ersan Ilyasova",7900000,"MIL","6'10""",235,"None","Turkey","2005","2","36",-7.9,2014,"PF",26,55,47,26.9,4.3,10.5,0.7,2.4,3.6,8.1,1.9,2.4,1.9,4.3,6.2,1.3,0.8,0.1,1.1,2.5,11.2,1.5,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.4095238,0.4444444,0.4428571,0.2916667,0.7916667,15,10
"1897","Trevor Ariza",7727280,"WAS","6'8""",220,"UCLA","USA","2004","2","43",3.7,2014,"SF",28,77,77,35.4,5.1,11.1,2.3,5.7,2.7,5.3,1.9,2.5,1.3,4.9,6.2,2.5,1.6,0.3,1.7,2.3,14.4,1.5,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.4594595,0.509434,0.5630631,0.4035088,0.76,44,14
"1898","Marcin Gortat",7727280,"WAS","6'11""",240,"None","Poland","2005","2","57",5.8,2014,"C",29,81,80,32.8,5.6,10.4,0,0,5.6,10.4,1.9,2.8,2.5,7,9.5,1.7,0.5,1.5,1.6,2.5,13.2,1.5,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.5384615,0.5384615,0.5384615,NA,0.6785714,44,11
"1899","Brandon Jennings",7655503,"DET","6'1""",169,"None","USA","2009","1","10",-2.9,2014,"PG",24,80,79,34.1,5.3,14.2,1.9,5.7,3.4,8.5,3,4,0.7,2.3,3.1,7.6,1.3,0.1,2.7,2,15.5,1.5,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.3732394,0.4,0.4401408,0.3333333,0.75,29,9
"1900","Mike Miller",7599507,"MEM","6'8""",218,"Florida","USA","2000","1","5",-2.4,2014,"SF",33,82,4,20.8,2.6,5.4,1.3,2.8,1.3,2.6,0.6,0.7,0.4,2.2,2.5,1.6,0.3,0.1,0.9,1.2,7.1,1.5,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.4814815,0.5,0.6018519,0.4642857,0.8571429,50,17
"1901","John Salmons",7580000,"TOR","6'6",207,"Miami (FL)","USA","2002","1","26",-0.4,2014,"SG-SF",34,78,8,22.1,1.9,5.3,0.8,2.1,1.1,3.2,0.5,0.7,0.3,1.8,2.1,1.9,0.6,0.2,0.7,1.6,5.2,1.5,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.3584906,0.34375,0.4339623,0.3809524,0.7142857,48,13
"1902","Arron Afflalo",7562500,"ORL","6'5""",215,"UCLA","USA","2007","1","27",-7.2,2014,"SG",28,73,73,35,6.4,13.8,1.8,4.1,4.6,9.7,3.8,4.6,0.4,3.2,3.6,3.4,0.5,0,2,1.9,18.2,1.5,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.4637681,0.4742268,0.5289855,0.4390244,0.826087,23,11
"1903","Taj Gibson",7550000,"CHI","6'9""",225,"Southern California","USA","2009","1","26",3.6,2014,"PF",28,82,8,28.7,5.2,10.9,0,0.1,5.2,10.8,2.6,3.4,2.4,4.4,6.8,1.1,0.5,1.4,1.8,2.5,13,1.5,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.4770642,0.4814815,0.4770642,0,0.7647059,48,9
"1904","Goran Dragic",7500000,"PHO","6'3""",190,"None","Slovenia","2008","2","45",5.7,2014,"SG",27,76,75,35.1,7.3,14.4,1.6,3.9,5.7,10.4,4.2,5.5,0.9,2.3,3.2,5.9,1.4,0.3,2.8,2.7,20.3,1.5,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.5069444,0.5480769,0.5625,0.4102564,0.7636364,48,10
"1905","Marvin Williams",7500000,"UTA","6'9""",237,"North Carolina","USA","2005","1","2",-5.6,2014,"PF",27,66,50,25.4,3.5,8,1.3,3.5,2.2,4.4,0.9,1.1,1.2,3.8,5.1,1.2,0.8,0.5,0.8,2.3,9.1,1.5,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.4375,0.5,0.51875,0.3714286,0.8181818,25,13
"1906","John Wall",7459924,"WAS","6'4""",195,"Kentucky","USA","2010","1","1",3.3,2014,"PG",23,82,82,36.3,7.1,16.3,1.3,3.8,5.7,12.5,3.9,4.8,0.5,3.6,4.1,8.8,1.8,0.5,3.6,2.7,19.3,1.5,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.4355828,0.456,0.4754601,0.3421053,0.8125,44,8
"1907","Tayshaun Prince",7235955,"MEM","6'9""",215,"Kentucky","USA","2002","1","23",1.5,2014,"SF",33,76,76,25.6,2.6,6.5,0.3,0.9,2.4,5.6,0.4,0.8,0.4,2.7,3.1,1.6,0.5,0.3,0.5,0.8,6,1.5,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.4,0.4285714,0.4230769,0.3333333,0.5,50,14
